Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
AMIODARONE,AMIODARONE,https://pubchem.ncbi.nlm.nih.gov/compound/2157,FEATURED,1951-25-3,No CAS info,COMPOUND,YES,YES,YES
AMITRIPTYLINE,AMITRIPTYLINE,https://pubchem.ncbi.nlm.nih.gov/compound/2160,FEATURED,50-48-6,No CAS info,COMPOUND,YES,YES,YES
AMLEXANOX,AMLEXANOX,https://pubchem.ncbi.nlm.nih.gov/compound/2161,FEATURED,68302-57-8,No CAS info,COMPOUND,YES,YES,YES
AMLODIPINE,AMLODIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/2162,FEATURED,88150-42-9,No CAS info,COMPOUND,YES,YES,YES
AMMONIA,AMMONIA,https://pubchem.ncbi.nlm.nih.gov/compound/222,FEATURED,"7664-41-7, 17778-88-0","1026405-88-8, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 8007-57-6",COMPOUND,YES,YES,YES
AMMONIUM,AMMONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/223,FEATURED,"14798-03-9, 15194-15-7, 92075-50-8, 19496-55-0","12141-26-3, 194419-49-3",COMPOUND,YES,YES,YES
AMOBARBITAL,AMOBARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/2164,FEATURED,57-43-2,No CAS info,COMPOUND,YES,YES,YES
AMOXAPINE,AMOXAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/2170,FEATURED,14028-44-5,No CAS info,COMPOUND,YES,YES,YES
AMOXICILLIN,AMOXICILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/33613,FEATURED,"26787-78-0, 61336-70-7","1236363-38-4, 33911-69-2, 71447-36-4, 81030-75-3, 1236363-38-4, 71447-36-4, 81030-75-3",COMPOUND,YES,YES,YES
AMPHETAMINE,AMPHETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3007,FEATURED,"300-62-9, 2706-50-5, 60-15-1, 103-97-9","17108-96-2, 60-15-1, 96332-84-2, 28841-71-6, 405-41-4, 60-15-1, 96332-84-2",COMPOUND,YES,YES,YES
AMPHOTERICIN B,AMPHOTERICIN B,https://pubchem.ncbi.nlm.nih.gov/compound/5280965,FEATURED,"1397-89-3
30652-87-0, 1397-89-3, 12633-72-6","1407-52-9, 30782-62-8, 54482-28-9, 8055-20-7",COMPOUND,YES,YES,YES
AMPICILLIN,AMPICILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/6249,FEATURED,"69-53-4, 7177-48-2","33604-21-6, 37234-64-3, 47355-94-2, 50584-05-9, 800-79-3, 8056-87-9, 96707-69-6, 98520-55-9, 33604-21-6, 37234-64-3, 47355-94-2, 50584-05-9, 800-79-3, 96707-69-6, 98520-55-9",COMPOUND,YES,YES,YES
AMPRENAVIR,AMPRENAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/65016,FEATURED,161814-49-9,No CAS info,COMPOUND,YES,YES,YES
AMRINONE,AMRINONE,https://pubchem.ncbi.nlm.nih.gov/compound/3698,FEATURED,60719-84-8,No CAS info,COMPOUND,YES,YES,YES
AMYL NITRITE,AMYL NITRITE,https://pubchem.ncbi.nlm.nih.gov/compound/10026,FEATURED,463-04-7,No CAS info,COMPOUND,YES,YES,YES
ANAESTHETIC ETHER,ANAESTHETIC ETHER,https://pubchem.ncbi.nlm.nih.gov/compound/3283,FEATURED,60-29-7,"1480389-44-3, 74446-43-8, 7578-39-4, 927820-24-4, 7578-39-4, 927820-24-4",COMPOUND,YES,YES,YES
ANAGRELIDE,ANAGRELIDE,https://pubchem.ncbi.nlm.nih.gov/compound/135409400,FEATURED,68475-42-3,No CAS info,COMPOUND,YES,YES,YES
ANAKINRA,ANAKINRA,https://pubchem.ncbi.nlm.nih.gov/compound/Anakinra,FEATURED,143090-92-0,No CAS info,COMPOUND,MISSING,YES,YES
ANANAS COMOSUS,ANANAS COMOSUS,https://pubchem.ncbi.nlm.nih.gov/substance/482042678,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
ANASTROZOLE,ANASTROZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/2187,RELEVANT,120511-73-1,No CAS info,COMPOUND,YES,YES,YES
ANAS BARBARIAE,ANAS BARBARIAE,https://pubchem.ncbi.nlm.nih.gov/substance/482038726,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
ANDEXANET ALFA,ANDEXANET ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Andexanet%20Alfa,FEATURED,1262449-58-0,No CAS info,COMPOUND,MISSING,YES,YES
ANEMONA PULSATILLA,ANEMONA PULSATILLA,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
ANETHUM GRAVEOLENS,ANETHUM GRAVEOLENS,https://pubchem.ncbi.nlm.nih.gov/substance/482042003,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
ANGELICA ARCHANGELICA,ANGELICA ARCHANGELICA,https://pubchem.ncbi.nlm.nih.gov/compound/68079,RELEVANT,482-27-9,No CAS info,COMPOUND,NO,NO,NO
ANGELICA POLIMORPHA,ANGELICA POLIMORPHA,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
ANGIOTENSIN 2 (HUMAN),ANGIOTENSIN 2 (HUMAN),https://pubchem.ncbi.nlm.nih.gov/compound/3749,RELEVANT,138402-11-6,No CAS info,COMPOUND,NO,NO,NO
ANIDULAFUNGIN,ANIDULAFUNGIN,https://pubchem.ncbi.nlm.nih.gov/compound/166548,FEATURED,166663-25-8,"1201539-91-4, 185425-61-0",COMPOUND,YES,YES,YES
ANISINDIONE,ANISINDIONE,https://pubchem.ncbi.nlm.nih.gov/compound/2197,FEATURED,117-37-3,No CAS info,COMPOUND,YES,YES,YES
ANISTREPLASE,ANISTREPLASE,https://pubchem.ncbi.nlm.nih.gov/substance/7978711,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
ANTACIDS,ANTACIDS,https://pubchem.ncbi.nlm.nih.gov/compound/10112,RELEVANT,"471-34-1, 13701-58-1, 39409-82-0, 977032-78-2, 13397-26-7, 72608-12-9, 52463-83-9, 1317-65-3","1118543-25-1, 114453-69-9, 1312764-88-7, 1352815-51-0, 137803-94-2, 1437084-75-7, 146358-95-4, 148092-93-7, 1641572-50-0, 166516-01-4, 172307-27-6, 180616-31-3, 1883798-64-8, 197809-38-4, 198352-33-9, 1994316-62-9, 2222732-78-5, 2390374-02-2, 2470702-35-1, 251358-28-8, 39454-55-2, 459411-10-0, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 878759-26-3, 1319-50-2, 39456-66-1, 8014-98-0, 1118543-25-1, 114453-69-9, 1312764-88-7, 1352815-51-0, 137803-94-2, 1437084-75-7, 146358-95-4, 148092-93-7, 1641572-50-0, 166516-01-4, 172307-27-6, 180616-31-3, 1883798-64-8, 197809-38-4, 198352-33-9, 1994316-62-9, 2222732-78-5, 2390374-02-2, 2470702-35-1, 251358-28-8, 2962051-70-1, 3018125-28-2, 39454-55-2, 459411-10-0, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 878759-26-3, 114453-69-9, 1352815-51-0, 137803-94-2, 1437084-75-7, 146358-95-4, 148092-93-7, 15187-75-4, 166516-01-4, 172307-27-6, 180616-31-3, 197809-38-4, 198352-33-9, 251358-28-8, 39454-55-2, 459411-10-0, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 878759-26-3, 1317-65-3; 13397-26-7; 287389-46-2",COMPOUND,NO,NO,NO
ANTAZOLINE,ANTAZOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/2200,FEATURED,91-75-8,No CAS info,COMPOUND,YES,YES,YES
ANTHEMIS NOBILIS,ANTHEMIS NOBILIS,https://pubchem.ncbi.nlm.nih.gov/compound/Chamaemelum%20nobile%20whole,FEATURED,"84649-86-5, 977007-26-3",No CAS info,COMPOUND,MISSING,YES,YES
ANTHOXANTHUM ODORATUM,ANTHOXANTHUM ODORATUM,https://pubchem.ncbi.nlm.nih.gov/compound/Anthoxanthum%20odoratum%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
ANTI-ACNE SOAP,ANTI-ACNE SOAP,https://pubchem.ncbi.nlm.nih.gov/compound/338,RELEVANT,"69-72-7, 8042-60-2","1186130-36-8, 7681-06-3, 8052-31-1, 1186130-36-8, 8052-31-1",COMPOUND,NO,NO,NO
ANTI-PARASITIC,ANTI-PARASITIC,https://pubchem.ncbi.nlm.nih.gov/compound/138911340,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,NO,NO
ANTI-PSORIASIS,ANTI-PSORIASIS,https://pubchem.ncbi.nlm.nih.gov/compound/338,RELEVANT,"69-72-7, 8042-60-2","1186130-36-8, 7681-06-3, 8052-31-1, 1186130-36-8, 8052-31-1",COMPOUND,NO,NO,NO
ANTIFLATULENTS,ANTIFLATULENTS,https://pubmed.ncbi.nlm.nih.gov/21337584,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
ANTIFUNGAL,ANTIFUNGAL,https://pubchem.ncbi.nlm.nih.gov/compound/7628,RELEVANT,"10043-35-3
11113-50-1, 10043-35-3, 11113-50-1, 13813-79-1","11113-50-1, 12795-04-9, 2253722-08-4, 30698-98-7, 12795-04-9, 2253722-08-4, 30698-98-7, 12795-04-9, 30698-98-7",COMPOUND,NO,NO,NO
ANTIHISTAMINES,ANTIHISTAMINES,https://pubchem.ncbi.nlm.nih.gov/compound/3100,RELEVANT,"58-73-1, 86-24-8, 147-24-0",2226543-89-9,COMPOUND,NO,NO,NO
ANTIMONY,ANTIMONY,https://pubchem.ncbi.nlm.nih.gov/compound/5354495,FEATURED,"7440-36-0, 7803-52-3, 21879-61-8","117011-47-9, 73063-67-9",COMPOUND,YES,YES,YES
ANTIMONY SULPHURATED,ANTIMONY SULPHURATED,https://pubchem.ncbi.nlm.nih.gov/patent/MA-18478-A1,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
ANTISEPTIC/DISINFECTANT DEODORANTS,ANTISEPTIC/DISINFECTANT DEODORANTS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
ANTISEPTIC/DISINFECTANT SOLUTIONS ANDDETERGENTS,ANTISEPTIC/DISINFECTANT SOLUTIONS ANDDETERGENTS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
ANTITHROMBIN ALFA,ANTITHROMBIN ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/486329172,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
ANTITHROMBIN III,ANTITHROMBIN III,https://pubchem.ncbi.nlm.nih.gov/substance/472422796,RELEVANT,9000-94-6,No CAS info,SUBSTANCE,YES,YES,YES
APALUTAMIDE,APALUTAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/24872560,FEATURED,956104-40-8,1361232-32-7,COMPOUND,YES,YES,YES
APHANIZOMENON FLO AQUAE,APHANIZOMENON FLO AQUAE,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
APIS MELLIFICA,APIS MELLIFICA,https://pubchem.ncbi.nlm.nih.gov/substance/482042350,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
APIUM GRAVEOLENS,APIUM GRAVEOLENS,https://pubchem.ncbi.nlm.nih.gov/substance/482042289,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
APIXABAN,APIXABAN,https://pubchem.ncbi.nlm.nih.gov/compound/10182969,FEATURED,503612-47-3,No CAS info,COMPOUND,YES,YES,YES
APLIGRAF,APLIGRAF,https://pubmed.ncbi.nlm.nih.gov/10925183,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
APOAEQUORIN,APOAEQUORIN,https://pubchem.ncbi.nlm.nih.gov/substance/381128410,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
APOMORPHINE,APOMORPHINE,https://pubchem.ncbi.nlm.nih.gov/compound/6005,FEATURED,"58-00-4, 314-19-2, 41372-20-7",No CAS info,COMPOUND,YES,YES,YES
APPLE VINEGAR,APPLE VINEGAR,https://pubchem.ncbi.nlm.nih.gov/compound/338,RELEVANT,"69-72-7, 8042-60-2","1186130-36-8, 7681-06-3, 8052-31-1, 1186130-36-8, 8052-31-1",COMPOUND,NO,NO,NO
APRACLONIDINE,APRACLONIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/2216,FEATURED,66711-21-5,No CAS info,COMPOUND,YES,YES,YES
APREMILAST,APREMILAST,https://pubchem.ncbi.nlm.nih.gov/compound/11561674,FEATURED,608141-41-9,666854-78-0,COMPOUND,YES,YES,YES
APREPITANT,APREPITANT,https://pubchem.ncbi.nlm.nih.gov/compound/135413536,FEATURED,170729-80-3,221350-96-5,COMPOUND,YES,YES,YES
APROTININ,APROTININ,https://pubchem.ncbi.nlm.nih.gov/compound/Aprotinin,FEATURED,9087-70-1,"11005-72-4, 11132-77-7, 39283-52-8, 69431-34-1, 9004-04-0, 9039-77-4",COMPOUND,MISSING,YES,YES
ARABINOGALACTAN,ARABINOGALACTAN,https://pubchem.ncbi.nlm.nih.gov/compound/24847856,FEATURED,9036-66-2,"113956-37-9, 37280-16-3, 98530-09-7",COMPOUND,YES,YES,YES
ARACHIS HYPOGAEA,ARACHIS HYPOGAEA,https://pubchem.ncbi.nlm.nih.gov/compound/Peanut,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
ARALIA ELATA,ARALIA ELATA,https://pubchem.ncbi.nlm.nih.gov/compound/Aralia%20elata%20var.%20elata%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
ARALIA RACEMOSA,ARALIA RACEMOSA,https://pubchem.ncbi.nlm.nih.gov/compound/Aralia%20racemosa%20root,FEATURED,89957-50-6,No CAS info,COMPOUND,MISSING,YES,YES
ARANEUS DIADEMATUS,ARANEUS DIADEMATUS,https://pubchem.ncbi.nlm.nih.gov/compound/Araneus%20Diadematus,FEATURED,91745-67-4,No CAS info,COMPOUND,MISSING,YES,YES
ARCTIUM LAPPA,ARCTIUM LAPPA,https://pubchem.ncbi.nlm.nih.gov/substance/482041675,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
ARCTOSTAPHYLOS UVA-URSI,ARCTOSTAPHYLOS UVA-URSI,https://pubchem.ncbi.nlm.nih.gov/substance/482041741,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,MISSING,YES
ARDEPARIN SODIUM,ARDEPARIN SODIUM,https://pubchem.ncbi.nlm.nih.gov/compound/Ardeparin%20Sodium,FEATURED,9041-08-1,"101921-26-0, 102785-31-9, 12656-11-0, 913079-23-9",COMPOUND,MISSING,YES,YES
ARFORMOTEROL,ARFORMOTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/3083544,FEATURED,"67346-49-0, 73573-87-2","208102-40-3, 289657-27-8, 299964-45-7, 126587-85-7, 183814-29-1, 49861-99-6, 289657-27-8, 299964-45-7",COMPOUND,YES,YES,YES
ARGANIA SPINOSA,ARGANIA SPINOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482041767,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
ARGATROBAN,ARGATROBAN,https://pubchem.ncbi.nlm.nih.gov/compound/92722,FEATURED,"74863-84-6, 121785-71-5",No CAS info,COMPOUND,YES,YES,YES
ARGININE,ARGININE,https://pubchem.ncbi.nlm.nih.gov/compound/6322,FEATURED,"74-79-3, 4455-52-1, 1119-34-2, 7200-25-1","1332377-47-5, 142-49-4, 154605-63-7, 154605-67-1, 667422-95-9, 7004-12-8",COMPOUND,YES,YES,YES
ARIPIPRAZOLE,ARIPIPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/60795,RELEVANT,"129722-12-9, 851220-85-4",No CAS info,COMPOUND,YES,YES,YES
ARIPIPRAZOLE LAUROXIL,ARIPIPRAZOLE LAUROXIL,https://pubchem.ncbi.nlm.nih.gov/compound/49831411,FEATURED,1259305-29-7,No CAS info,COMPOUND,YES,YES,YES
ARMODAFINIL,ARMODAFINIL,https://pubchem.ncbi.nlm.nih.gov/compound/9690109,FEATURED,112111-43-0,No CAS info,COMPOUND,YES,YES,YES
ARNICA MONTANA,ARNICA MONTANA,https://pubchem.ncbi.nlm.nih.gov/substance/483930675,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
ARSENIC,ARSENIC,https://pubchem.ncbi.nlm.nih.gov/compound/5359596,FEATURED,"7440-38-2, 7784-42-1","39277-51-5, 55624-62-9",COMPOUND,YES,YES,YES
ARTEMETHER,ARTEMETHER,https://pubchem.ncbi.nlm.nih.gov/compound/68911,FEATURED,71963-77-4,159573-83-8,COMPOUND,YES,YES,YES
ARTEMISIA ABSINTHIUM,ARTEMISIA ABSINTHIUM,https://pubchem.ncbi.nlm.nih.gov/compound/442138,RELEVANT,1362-42-1,No CAS info,COMPOUND,NO,NO,NO
ARTICAINE,ARTICAINE,https://pubchem.ncbi.nlm.nih.gov/compound/32170,FEATURED,23964-58-1,No CAS info,COMPOUND,YES,YES,YES
ARTIFICIAL SWEETENERS,ARTIFICIAL SWEETENERS,https://pubchem.ncbi.nlm.nih.gov/compound/5235,RELEVANT,"7681-49-4, 75-90-1, 1333-83-1","17097-13-1, 2041645-30-9, 2087521-08-0, 2155803-02-2, 2460604-26-4, 70876-64-1, 7783-37-1, 2018280-11-8, 39287-69-9, 59217-75-3, 67112-29-2, 59217-75-3, 67112-29-2",COMPOUND,NO,NO,NO
ASCOPHYLLUM NODOSUM,ASCOPHYLLUM NODOSUM,https://pubchem.ncbi.nlm.nih.gov/compound/Ascophyllum%20nodosum,FEATURED,84775-78-0,No CAS info,COMPOUND,MISSING,YES,YES
ASCORBIC ACID,ASCORBIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/54670067,FEATURED,"50-81-7, 6730-29-6, 53262-66-1, 62624-30-0, 24808-52-4, 89924-69-6","1018124-03-2, 1129294-89-8, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 259133-78-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 623158-95-2, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 896436-13-8, 89924-69-6, 1018124-03-2, 1129294-89-8, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 2252244-20-3, 259133-78-3, 2635329-14-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 623158-95-2, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 896436-13-8, 89924-69-6, 1018124-03-2, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 259133-78-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 89924-69-6",COMPOUND,YES,YES,YES
ASENAPINE,ASENAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/3036780,FEATURED,"65576-45-6, 65576-39-8",No CAS info,COMPOUND,YES,YES,YES
ASFOTASE ALFA,ASFOTASE ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Asfotase%20Alfa,FEATURED,"854107-55-4, 1174277-80-5",1352632-69-9,COMPOUND,MISSING,YES,YES
ASPALANTHUS LINEARIS,ASPALANTHUS LINEARIS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
ASPARAGINASE,ASPARAGINASE,https://pubchem.ncbi.nlm.nih.gov/compound/Asparaginase,FEATURED,9015-68-3,"9037-33-6, 9037-34-7, 9060-77-9, 9037-34-7, 9060-77-9",COMPOUND,MISSING,YES,YES
ASPARAGUS RACEMOSUS,ASPARAGUS RACEMOSUS,https://pubchem.ncbi.nlm.nih.gov/compound/Asparagus%20racemosus%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
ASPARTAME,ASPARTAME,https://pubchem.ncbi.nlm.nih.gov/compound/134601,FEATURED,"22839-47-0, 7421-84-3","172964-81-7, 53906-69-7, 7421-84-3, 53906-69-7, 7421-84-3",COMPOUND,YES,YES,YES
ASPARTIC ACID,ASPARTIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5960,FEATURED,"56-84-8, 617-45-8, 25608-40-6, 13184-27-5, 145224-96-0, 39162-75-9, 6899-03-2, 34345-47-6, 55443-54-4","181119-33-5, 2139279-07-3, 6899-03-2, 874742-68-4, 1236300-18-7, 1393950-57-6, 1436923-03-3, 155436-59-2, 155436-61-6, 155436-63-8, 155436-65-0, 181119-34-6, 2197132-19-5, 221628-95-1, 26834-87-7, 90819-17-3, 181119-33-5",COMPOUND,YES,YES,YES
ASTAXANTHIN,ASTAXANTHIN,https://pubchem.ncbi.nlm.nih.gov/compound/5281224,FEATURED,472-61-7,No CAS info,COMPOUND,YES,YES,YES
ASTEMIZOLE,ASTEMIZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/2247,FEATURED,68844-77-9,No CAS info,COMPOUND,YES,YES,YES
ASTRAGALUS,ASTRAGALUS,https://pubchem.ncbi.nlm.nih.gov/compound/5281708,RELEVANT,486-66-8,No CAS info,COMPOUND,NO,NO,NO
ATAZANAVIR,ATAZANAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/148192,FEATURED,198904-31-3,No CAS info,COMPOUND,YES,YES,YES
ATENOLOL,ATENOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/2249,FEATURED,"29122-68-7, 60966-51-0","106020-65-9, 60966-51-0",COMPOUND,YES,YES,YES
ATEZOLIZUMAB,ATEZOLIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Atezolizumab,FEATURED,1380723-44-3,1422185-06-5,COMPOUND,MISSING,YES,YES
ATOMOXETINE,ATOMOXETINE,https://pubchem.ncbi.nlm.nih.gov/compound/54841,FEATURED,"83015-26-3, 82248-59-7",No CAS info,COMPOUND,YES,YES,YES
ATORVASTATIN,ATORVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/60823,FEATURED,"134523-00-5, 134523-03-8, 344423-98-9",No CAS info,COMPOUND,YES,YES,YES
ATOVAQUONE,ATOVAQUONE,https://pubchem.ncbi.nlm.nih.gov/compound/Atovaquone,FEATURED,"94015-53-9, 95233-18-4",No CAS info,COMPOUND,MISSING,YES,YES
ATRACURIUM BESILATE,ATRACURIUM BESILATE,https://pubchem.ncbi.nlm.nih.gov/compound/47320,FEATURED,64228-81-5,No CAS info,COMPOUND,YES,YES,YES
ATROPA BELLADONNA,ATROPA BELLADONNA,https://pubchem.ncbi.nlm.nih.gov/compound/Atropa%20Belladonna,FEATURED,8007-93-0,"8027-38-1, 8047-00-5, 84649-94-5, 95009-19-1",COMPOUND,MISSING,YES,YES
ATROPINE,ATROPINE,https://pubchem.ncbi.nlm.nih.gov/compound/Atropine,FEATURED,51-55-8,"1445960-43-9, 78597-12-3",COMPOUND,MISSING,YES,YES
ATTAPULGITE,ATTAPULGITE,https://pubchem.ncbi.nlm.nih.gov/compound/Attapulgite,FEATURED,12174-11-7,"12174-28-6, 1337-76-4, 137546-91-9, 37189-50-7, 61180-55-0, 64418-16-2, 71396-54-8, 1337-76-4, 137546-91-9, 37189-50-7, 61180-55-0, 64418-16-2, 71396-54-8",COMPOUND,MISSING,YES,YES
AURANOFIN,AURANOFIN,https://pubchem.ncbi.nlm.nih.gov/compound/24199313,FEATURED,34031-32-8,No CAS info,COMPOUND,YES,YES,YES
AURANTIIN,AURANTIIN,https://pubchem.ncbi.nlm.nih.gov/compound/442428,FEATURED,"10236-47-2, 977038-87-1","10236-69-8, 109010-50-6, 11032-31-8, 1675240-74-0, 17784-35-9, 30174-44-8, 30552-25-1, 38664-96-9, 10236-69-8, 109010-50-6, 11032-31-8, 17784-35-9, 30174-44-8, 30552-25-1",COMPOUND,YES,YES,YES
AUROTHIOGLUCOSE,AUROTHIOGLUCOSE,https://pubchem.ncbi.nlm.nih.gov/compound/454937,FEATURED,12192-57-3,No CAS info,COMPOUND,YES,YES,YES
AUROTHIOMALIC ACID,AUROTHIOMALIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/422786,FEATURED,33796-26-8,No CAS info,COMPOUND,YES,YES,YES
AVANAFIL,AVANAFIL,https://pubchem.ncbi.nlm.nih.gov/compound/9869929,FEATURED,330784-47-9,"330785-17-6, 647841-09-6",COMPOUND,YES,YES,YES
AVATROMBOPAG,AVATROMBOPAG,https://pubchem.ncbi.nlm.nih.gov/compound/9852519,FEATURED,570406-98-3,No CAS info,COMPOUND,YES,YES,YES
AVELUMAB,AVELUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Avelumab,FEATURED,1537032-82-8,No CAS info,COMPOUND,MISSING,YES,YES
AVENA SATIVA,AVENA SATIVA,https://pubchem.ncbi.nlm.nih.gov/substance/483932520,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,MISSING,YES
AVIBACTAM,AVIBACTAM,https://pubchem.ncbi.nlm.nih.gov/compound/9835049,FEATURED,"1192500-31-4, 396731-14-9",794508-22-8,COMPOUND,YES,YES,YES
AVOBENZONE,AVOBENZONE,https://pubchem.ncbi.nlm.nih.gov/compound/51040,FEATURED,"70356-09-1, 23644-60-2","112725-59-4, 185160-18-3, 87075-14-7, 112725-59-4, 185160-18-3",COMPOUND,YES,YES,YES
AXITINIB,AXITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/6450551,FEATURED,"319460-85-0, 1528729-60-3",790713-39-2,COMPOUND,YES,YES,YES
AZACITIDINE,AZACITIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/9444,FEATURED,320-67-2,No CAS info,COMPOUND,YES,YES,YES
AZADIRACHTA INDICA,AZADIRACHTA INDICA,https://pubchem.ncbi.nlm.nih.gov/compound/12313376,RELEVANT,25990-37-8,No CAS info,COMPOUND,NO,NO,NO
AZATADINE,AZATADINE,https://pubchem.ncbi.nlm.nih.gov/compound/19861,FEATURED,3964-81-6,No CAS info,COMPOUND,YES,YES,YES
AZATHIOPRINE,AZATHIOPRINE,https://pubchem.ncbi.nlm.nih.gov/compound/2265,FEATURED,446-86-6,No CAS info,COMPOUND,YES,YES,YES
AZELAIC ACID,AZELAIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/2266,FEATURED,"123-99-9, 26776-28-3","1219811-33-2, 32733-99-6",COMPOUND,YES,YES,YES
AZELASTINE,AZELASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/2267,FEATURED,58581-89-8,153483-42-2,COMPOUND,YES,YES,YES
AZILSARTAN MEDOXOMIL,AZILSARTAN MEDOXOMIL,https://pubchem.ncbi.nlm.nih.gov/compound/135409642,FEATURED,863031-21-4,No CAS info,COMPOUND,YES,YES,YES
AZITHROMYCIN,AZITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/447043,FEATURED,83905-01-5,"104491-80-7, 142556-82-9, 142556-82-9",COMPOUND,YES,YES,YES
AZTREONAM,AZTREONAM,https://pubchem.ncbi.nlm.nih.gov/compound/5742832,FEATURED,"78110-38-0, 827611-49-4, 99341-02-3",827021-54-5,COMPOUND,YES,YES,YES
