Unnamed: 0,Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?,,
122,AMINOPYRIDINE,AMINOPYRIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/10439,FEATURED,"504-29-0, 26445-05-6, 24843-39-8","102769-74-4, 2222571-76-6, 29212-31-5, 45505-67-7, 102769-74-4, 29212-31-5, 45505-67-7",COMPOUND,YES,YES,YES,,
123,AMINOSALICYLIC_ACID,AMINOSALICYLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/4649,FEATURED,65-49-6,2220148-96-7,COMPOUND,YES,YES,YES,,
124,AMIODARONE,AMIODARONE,https://pubchem.ncbi.nlm.nih.gov/compound/2157,FEATURED,1951-25-3,No CAS info,COMPOUND,YES,YES,YES,,
125,AMITRIPTYLINE,AMITRIPTYLINE,https://pubchem.ncbi.nlm.nih.gov/compound/2160,FEATURED,50-48-6,No CAS info,COMPOUND,YES,YES,YES,,
126,AMLEXANOX,AMLEXANOX,https://pubchem.ncbi.nlm.nih.gov/compound/2161,FEATURED,68302-57-8,No CAS info,COMPOUND,YES,YES,YES,,
127,AMLODIPINE,AMLODIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/2162,FEATURED,88150-42-9,No CAS info,COMPOUND,YES,YES,YES,,
128,AMMONIA,AMMONIA,https://pubchem.ncbi.nlm.nih.gov/compound/222,FEATURED,"7664-41-7, 17778-88-0","1026405-88-8, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 8007-57-6",COMPOUND,YES,YES,YES,,
129,AMMONIUM,AMMONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/223,FEATURED,"14798-03-9, 15194-15-7, 92075-50-8, 19496-55-0","12141-26-3, 194419-49-3",COMPOUND,YES,YES,YES,,
130,AMOBARBITAL,AMOBARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/2164,FEATURED,57-43-2,No CAS info,COMPOUND,YES,YES,YES,,
131,AMOXAPINE,AMOXAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/2170,FEATURED,14028-44-5,No CAS info,COMPOUND,YES,YES,YES,,
132,AMOXICILLIN,AMOXICILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/33613,FEATURED,"26787-78-0, 61336-70-7","1236363-38-4, 33911-69-2, 71447-36-4, 81030-75-3, 1236363-38-4, 71447-36-4, 81030-75-3",COMPOUND,YES,YES,YES,,
133,AMPHETAMINE,AMPHETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3007,FEATURED,"300-62-9, 60-15-1","17108-96-2, 60-15-1, 96332-84-2, 60-15-1, 96332-84-2",COMPOUND,YES,YES,YES,,
134,AMPHOTERICIN_B,AMPHOTERICIN B,https://pubchem.ncbi.nlm.nih.gov/compound/5280965,FEATURED,"1397-89-3
30652-87-0, 1397-89-3, 12633-72-6","1407-52-9, 30782-62-8, 54482-28-9, 8055-20-7",COMPOUND,YES,YES,YES,,
135,AMPICILLIN,AMPICILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/6249,FEATURED,69-53-4,"33604-21-6, 37234-64-3, 47355-94-2, 50584-05-9, 800-79-3, 8056-87-9, 96707-69-6, 98520-55-9, 33604-21-6, 37234-64-3, 47355-94-2, 50584-05-9, 800-79-3, 96707-69-6, 98520-55-9",COMPOUND,YES,YES,YES,,
136,AMPRENAVIR,AMPRENAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/65016,FEATURED,161814-49-9,No CAS info,COMPOUND,YES,YES,YES,,
137,AMRINONE,AMRINONE,https://pubchem.ncbi.nlm.nih.gov/compound/3698,FEATURED,60719-84-8,No CAS info,COMPOUND,YES,YES,YES,,
138,AMYL_NITRITE,AMYL NITRITE,https://pubchem.ncbi.nlm.nih.gov/compound/10026,FEATURED,463-04-7,No CAS info,COMPOUND,YES,YES,YES,,
139,ANAESTHETIC_ETHER,ANAESTHETIC ETHER,https://pubchem.ncbi.nlm.nih.gov/compound/3283,FEATURED,60-29-7,"1480389-44-3, 74446-43-8, 7578-39-4, 927820-24-4, 7578-39-4, 927820-24-4",COMPOUND,YES,YES,YES,,
140,ANAGRELIDE,ANAGRELIDE,https://pubchem.ncbi.nlm.nih.gov/compound/135409400,FEATURED,68475-42-3,No CAS info,COMPOUND,YES,YES,YES,,
141,ANAKINRA,ANAKINRA,https://pubchem.ncbi.nlm.nih.gov/compound/Anakinra,FEATURED,143090-92-0,No CAS info,COMPOUND,MISSING,YES,YES,,
142,ANANAS_COMOSUS,ANANAS COMOSUS,https://pubchem.ncbi.nlm.nih.gov/substance/482042678,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
143,ANASTROZOLE,ANASTROZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/2187,FEATURED,120511-73-1,No CAS info,COMPOUND,YES,YES,YES,,
144,ANAS_BARBARIAE,ANAS BARBARIAE,https://pubchem.ncbi.nlm.nih.gov/substance/482038726,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
145,ANDEXANET_ALFA,ANDEXANET ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Andexanet%20Alfa,FEATURED,1262449-58-0,No CAS info,COMPOUND,MISSING,YES,YES,,
146,ANEMONA_PULSATILLA,ANEMONA PULSATILLA,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
147,ANETHUM_GRAVEOLENS,ANETHUM GRAVEOLENS,https://pubchem.ncbi.nlm.nih.gov/substance/482042003,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
148,ANGELICA_ARCHANGELICA,ANGELICA ARCHANGELICA,https://pubchem.ncbi.nlm.nih.gov/compound/68079,RELEVANT,482-27-9,No CAS info,COMPOUND,NO,NO,NO,,
149,ANGELICA_POLIMORPHA,ANGELICA POLIMORPHA,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
150,ANGIOTENSIN_2_(HUMAN),ANGIOTENSIN 2 (HUMAN),https://pubchem.ncbi.nlm.nih.gov/compound/3749,RELEVANT,138402-11-6,No CAS info,COMPOUND,NO,NO,NO,,
151,ANIDULAFUNGIN,ANIDULAFUNGIN,https://pubchem.ncbi.nlm.nih.gov/compound/166548,FEATURED,166663-25-8,No CAS info,COMPOUND,YES,YES,YES,,
152,ANISINDIONE,ANISINDIONE,https://pubchem.ncbi.nlm.nih.gov/compound/2197,FEATURED,117-37-3,No CAS info,COMPOUND,YES,YES,YES,,
153,ANISTREPLASE,ANISTREPLASE,https://pubchem.ncbi.nlm.nih.gov/substance/7978711,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES,,
154,ANTACIDS,ANTACIDS,https://pubchem.ncbi.nlm.nih.gov/compound/10112,RELEVANT,"471-34-1, 13701-58-1, 977032-78-2, 13397-26-7, 72608-12-9, 1317-65-3","1118543-25-1, 114453-69-9, 1312764-88-7, 1352815-51-0, 137803-94-2, 1437084-75-7, 146358-95-4, 148092-93-7, 1641572-50-0, 166516-01-4, 172307-27-6, 180616-31-3, 1883798-64-8, 197809-38-4, 198352-33-9, 1994316-62-9, 2222732-78-5, 2390374-02-2, 2470702-35-1, 251358-28-8, 39454-55-2, 459411-10-0, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 878759-26-3, 1118543-25-1, 114453-69-9, 1312764-88-7, 1352815-51-0, 137803-94-2, 1437084-75-7, 146358-95-4, 148092-93-7, 1641572-50-0, 166516-01-4, 172307-27-6, 180616-31-3, 1883798-64-8, 197809-38-4, 198352-33-9, 1994316-62-9, 2222732-78-5, 2390374-02-2, 2470702-35-1, 251358-28-8, 2962051-70-1, 3018125-28-2, 39454-55-2, 459411-10-0, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 878759-26-3, 114453-69-9, 1352815-51-0, 137803-94-2, 1437084-75-7, 146358-95-4, 148092-93-7, 15187-75-4, 166516-01-4, 172307-27-6, 180616-31-3, 197809-38-4, 198352-33-9, 251358-28-8, 39454-55-2, 459411-10-0, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 878759-26-3, 1317-65-3; 13397-26-7; 287389-46-2",COMPOUND,NO,NO,NO,,
155,ANTAZOLINE,ANTAZOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/2200,FEATURED,91-75-8,No CAS info,COMPOUND,YES,YES,YES,,
156,ANTHEMIS_NOBILIS,ANTHEMIS NOBILIS,https://pubchem.ncbi.nlm.nih.gov/compound/Chamaemelum%20nobile%20whole,FEATURED,"84649-86-5, 977007-26-3",No CAS info,COMPOUND,MISSING,YES,YES,,
157,ANTHOXANTHUM_ODORATUM,ANTHOXANTHUM ODORATUM,https://pubchem.ncbi.nlm.nih.gov/compound/Anthoxanthum%20odoratum%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
158,ANTI-ACNE_SOAP,ANTI-ACNE SOAP,https://pubchem.ncbi.nlm.nih.gov/compound/338,RELEVANT,"69-72-7, 8042-60-2","1186130-36-8, 7681-06-3, 8052-31-1, 1186130-36-8, 8052-31-1",COMPOUND,NO,NO,NO,,
159,ANTI-PARASITIC,ANTI-PARASITIC,https://pubchem.ncbi.nlm.nih.gov/compound/138911340,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,NO,NO,,
160,ANTI-PSORIASIS,ANTI-PSORIASIS,https://pubchem.ncbi.nlm.nih.gov/compound/338,RELEVANT,"69-72-7, 8042-60-2","1186130-36-8, 7681-06-3, 8052-31-1, 1186130-36-8, 8052-31-1",COMPOUND,NO,NO,NO,,
161,ANTIFLATULENTS,ANTIFLATULENTS,https://pubmed.ncbi.nlm.nih.gov/21337584,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
162,ANTIFUNGAL,ANTIFUNGAL,https://pubchem.ncbi.nlm.nih.gov/compound/7628,RELEVANT,"10043-35-3
11113-50-1, 10043-35-3, 11113-50-1, 13813-79-1","11113-50-1, 12795-04-9, 2253722-08-4, 30698-98-7, 12795-04-9, 2253722-08-4, 30698-98-7, 12795-04-9, 30698-98-7",COMPOUND,NO,NO,NO,,
163,ANTIHISTAMINES,ANTIHISTAMINES,https://pubchem.ncbi.nlm.nih.gov/compound/3100,RELEVANT,"58-73-1, 147-24-0",2226543-89-9,COMPOUND,NO,NO,NO,,
164,ANTIMONY,ANTIMONY,https://pubchem.ncbi.nlm.nih.gov/compound/5354495,FEATURED,"7440-36-0, 7803-52-3, 21879-61-8","117011-47-9, 73063-67-9",COMPOUND,YES,YES,YES,,
165,ANTIMONY_SULPHURATED,ANTIMONY SULPHURATED,https://pubchem.ncbi.nlm.nih.gov/patent/MA-18478-A1,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
166,ANTISEPTIC/DISINFECTANT_DEODORANTS,ANTISEPTIC/DISINFECTANT DEODORANTS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
167,ANTISEPTIC/DISINFECTANT_SOLUTIONS_ANDDETERGENTS,ANTISEPTIC/DISINFECTANT SOLUTIONS ANDDETERGENTS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
168,ANTITHROMBIN_ALFA,ANTITHROMBIN ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/486329172,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
169,ANTITHROMBIN_III,ANTITHROMBIN III,https://pubchem.ncbi.nlm.nih.gov/substance/472422796,RELEVANT,9000-94-6,No CAS info,SUBSTANCE,YES,YES,YES,,
170,APALUTAMIDE,APALUTAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/24872560,FEATURED,956104-40-8,1361232-32-7,COMPOUND,YES,YES,YES,,
171,APHANIZOMENON_FLO_AQUAE,APHANIZOMENON FLO AQUAE,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
172,APIS_MELLIFICA,APIS MELLIFICA,https://pubchem.ncbi.nlm.nih.gov/substance/482042350,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
173,APIUM_GRAVEOLENS,APIUM GRAVEOLENS,https://pubchem.ncbi.nlm.nih.gov/substance/482042289,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
174,APIXABAN,APIXABAN,https://pubchem.ncbi.nlm.nih.gov/compound/10182969,FEATURED,503612-47-3,No CAS info,COMPOUND,YES,YES,YES,,
175,APLIGRAF,APLIGRAF,https://pubmed.ncbi.nlm.nih.gov/10925183,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
176,APOAEQUORIN,APOAEQUORIN,https://pubchem.ncbi.nlm.nih.gov/substance/381128410,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES,,
177,APOMORPHINE,APOMORPHINE,https://pubchem.ncbi.nlm.nih.gov/compound/6005,FEATURED,"58-00-4, 314-19-2, 41372-20-7",No CAS info,COMPOUND,YES,YES,YES,,
178,APPLE_VINEGAR,APPLE VINEGAR,https://pubchem.ncbi.nlm.nih.gov/compound/338,RELEVANT,"69-72-7, 8042-60-2","1186130-36-8, 7681-06-3, 8052-31-1, 1186130-36-8, 8052-31-1",COMPOUND,NO,NO,NO,,
179,APRACLONIDINE,APRACLONIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/2216,FEATURED,66711-21-5,No CAS info,COMPOUND,YES,YES,YES,,
180,APREMILAST,APREMILAST,https://pubchem.ncbi.nlm.nih.gov/compound/11561674,FEATURED,608141-41-9,666854-78-0,COMPOUND,YES,YES,YES,,
181,APREPITANT,APREPITANT,https://pubchem.ncbi.nlm.nih.gov/compound/135413536,FEATURED,170729-80-3,221350-96-5,COMPOUND,YES,YES,YES,,
182,APROTININ,APROTININ,https://pubchem.ncbi.nlm.nih.gov/compound/Aprotinin,FEATURED,9087-70-1,"11005-72-4, 11132-77-7, 39283-52-8, 69431-34-1, 9004-04-0, 9039-77-4",COMPOUND,MISSING,YES,YES,,
183,ARABINOGALACTAN,ARABINOGALACTAN,https://pubchem.ncbi.nlm.nih.gov/compound/24847856,FEATURED,9036-66-2,"113956-37-9, 37280-16-3, 98530-09-7",COMPOUND,YES,YES,YES,,
184,ARACHIS_HYPOGAEA,ARACHIS HYPOGAEA,https://pubchem.ncbi.nlm.nih.gov/compound/Peanut,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
185,ARALIA_ELATA,ARALIA ELATA,https://pubchem.ncbi.nlm.nih.gov/compound/Aralia%20elata%20var.%20elata%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
186,ARALIA_RACEMOSA,ARALIA RACEMOSA,https://pubchem.ncbi.nlm.nih.gov/compound/Aralia%20racemosa%20root,FEATURED,89957-50-6,No CAS info,COMPOUND,MISSING,YES,YES,,
187,ARANEUS_DIADEMATUS,ARANEUS DIADEMATUS,https://pubchem.ncbi.nlm.nih.gov/compound/Araneus%20Diadematus,FEATURED,91745-67-4,No CAS info,COMPOUND,MISSING,YES,YES,,
188,ARCTIUM_LAPPA,ARCTIUM LAPPA,https://pubchem.ncbi.nlm.nih.gov/substance/482041675,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
189,ARCTOSTAPHYLOS_UVA-URSI,ARCTOSTAPHYLOS UVA-URSI,https://pubchem.ncbi.nlm.nih.gov/substance/482041741,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
190,ARDEPARIN_SODIUM,ARDEPARIN SODIUM,https://pubchem.ncbi.nlm.nih.gov/compound/Ardeparin%20Sodium,FEATURED,9041-08-01,"101921-26-0, 102785-31-9, 12656-11-0, 913079-23-9",COMPOUND,MISSING,YES,YES,,
191,ARFORMOTEROL,ARFORMOTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/3083544,FEATURED,"67346-49-0, 73573-87-2","208102-40-3, 289657-27-8, 299964-45-7, 126587-85-7, 183814-29-1, 49861-99-6, 289657-27-8, 299964-45-7",COMPOUND,YES,YES,YES,,
192,ARGANIA_SPINOSA,ARGANIA SPINOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482041767,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
193,ARGATROBAN,ARGATROBAN,https://pubchem.ncbi.nlm.nih.gov/compound/92722,FEATURED,"74863-84-6, 121785-71-5",No CAS info,COMPOUND,YES,YES,YES,,
194,ARGININE,ARGININE,https://pubchem.ncbi.nlm.nih.gov/compound/6322,FEATURED,"74-79-3, 4455-52-1, 1119-34-2, 7200-25-1","1332377-47-5, 142-49-4, 154605-63-7, 154605-67-1, 667422-95-9, 7004-12-8",COMPOUND,YES,YES,YES,,
195,ARIPIPRAZOLE,ARIPIPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/60795,FEATURED,"129722-12-9, 851220-85-4",No CAS info,COMPOUND,YES,YES,YES,,
196,ARIPIPRAZOLE_LAUROXIL,ARIPIPRAZOLE LAUROXIL,https://pubchem.ncbi.nlm.nih.gov/compound/49831411,FEATURED,1259305-29-7,No CAS info,COMPOUND,YES,YES,YES,,
197,ARMODAFINIL,ARMODAFINIL,https://pubchem.ncbi.nlm.nih.gov/compound/9690109,FEATURED,112111-43-0,No CAS info,COMPOUND,YES,YES,YES,,
198,ARNICA_MONTANA,ARNICA MONTANA,https://pubchem.ncbi.nlm.nih.gov/substance/483930675,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
199,ARSENIC,ARSENIC,https://pubchem.ncbi.nlm.nih.gov/compound/5359596,FEATURED,"7440-38-2, 7784-42-1","39277-51-5, 55624-62-9",COMPOUND,YES,YES,YES,,
200,ARTEMETHER,ARTEMETHER,https://pubchem.ncbi.nlm.nih.gov/compound/68911,FEATURED,71963-77-4,159573-83-8,COMPOUND,YES,YES,YES,,
201,ARTEMISIA_ABSINTHIUM,ARTEMISIA ABSINTHIUM,https://pubchem.ncbi.nlm.nih.gov/compound/442138,RELEVANT,1362-42-1,No CAS info,COMPOUND,NO,NO,NO,,
202,ARTICAINE,ARTICAINE,https://pubchem.ncbi.nlm.nih.gov/compound/32170,FEATURED,23964-58-1,No CAS info,COMPOUND,YES,YES,YES,,
203,ARTIFICIAL_SWEETENERS,ARTIFICIAL SWEETENERS,https://pubchem.ncbi.nlm.nih.gov/compound/5235,RELEVANT,7681-49-4,"2018280-11-8, 39287-69-9, 59217-75-3, 67112-29-2, 59217-75-3, 67112-29-2",COMPOUND,NO,NO,NO,,
204,ASCOPHYLLUM_NODOSUM,ASCOPHYLLUM NODOSUM,https://pubchem.ncbi.nlm.nih.gov/compound/Ascophyllum%20nodosum,FEATURED,84775-78-0,No CAS info,COMPOUND,MISSING,YES,YES,,
205,ASCORBIC_ACID,ASCORBIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/54670067,FEATURED,"50-81-7, 6730-29-6, 53262-66-1, 24808-52-4","1018124-03-2, 1129294-89-8, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 259133-78-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 623158-95-2, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 896436-13-8, 89924-69-6, 1018124-03-2, 1129294-89-8, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 2252244-20-3, 259133-78-3, 2635329-14-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 623158-95-2, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 896436-13-8, 89924-69-6, 1018124-03-2, 129940-97-2, 1428525-25-0, 14536-17-5, 154170-90-8, 1703051-92-6, 259133-78-3, 30208-61-8, 50976-75-5, 56172-55-5, 56533-05-2, 57304-74-2, 57606-40-3, 882690-91-7, 884381-69-5, 885512-24-3, 88845-26-5, 89924-69-6",COMPOUND,YES,YES,YES,,
206,ASENAPINE,ASENAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/3036780,FEATURED,"65576-45-6, 65576-39-8",No CAS info,COMPOUND,YES,YES,YES,,
207,ASFOTASE_ALFA,ASFOTASE ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Asfotase%20Alfa,FEATURED,"854107-55-4, 1174277-80-5",1352632-69-9,COMPOUND,MISSING,YES,YES,,
208,ASPALANTHUS_LINEARIS,ASPALANTHUS LINEARIS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
209,ASPARAGINASE,ASPARAGINASE,https://pubchem.ncbi.nlm.nih.gov/compound/Asparaginase,FEATURED,9015-68-3,"9037-33-6, 9037-34-7, 9060-77-9, 9037-34-7, 9060-77-9",COMPOUND,MISSING,YES,YES,,
210,ASPARAGUS_RACEMOSUS,ASPARAGUS RACEMOSUS,https://pubchem.ncbi.nlm.nih.gov/compound/Asparagus%20racemosus%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
211,ASPARTAME,ASPARTAME,https://pubchem.ncbi.nlm.nih.gov/compound/134601,FEATURED,"22839-47-0, 7421-84-3","172964-81-7, 53906-69-7, 7421-84-3, 53906-69-7, 7421-84-3",COMPOUND,YES,YES,YES,,
212,ASPARTIC_ACID,ASPARTIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5960,FEATURED,"56-84-8, 25608-40-6, 617-45-8, 39162-75-9, 6899-03-2, 34345-47-6, 55443-54-4","181119-33-5, 2139279-07-3, 6899-03-2, 1236300-18-7, 1393950-57-6, 1436923-03-3, 155436-59-2, 155436-61-6, 155436-63-8, 155436-65-0, 181119-34-6, 2197132-19-5, 221628-95-1, 26834-87-7, 90819-17-3, 874742-68-4, 181119-33-5",COMPOUND,YES,YES,YES,,
213,ASTAXANTHIN,ASTAXANTHIN,https://pubchem.ncbi.nlm.nih.gov/compound/5281224,FEATURED,472-61-7,No CAS info,COMPOUND,YES,YES,YES,,
214,ASTEMIZOLE,ASTEMIZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/2247,FEATURED,68844-77-9,No CAS info,COMPOUND,YES,YES,YES,,
215,ASTRAGALUS,ASTRAGALUS,https://pubchem.ncbi.nlm.nih.gov/compound/5281708,RELEVANT,486-66-8,No CAS info,COMPOUND,NO,NO,NO,,
216,ATAZANAVIR,ATAZANAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/148192,FEATURED,198904-31-3,No CAS info,COMPOUND,YES,YES,YES,,
217,ATENOLOL,ATENOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/2249,FEATURED,"29122-68-7, 60966-51-0","106020-65-9, 60966-51-0",COMPOUND,YES,YES,YES,,
218,ATEZOLIZUMAB,ATEZOLIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Atezolizumab,FEATURED,1380723-44-3,1422185-06-5,COMPOUND,MISSING,YES,YES,,
219,ATOMOXETINE,ATOMOXETINE,https://pubchem.ncbi.nlm.nih.gov/compound/54841,FEATURED,"83015-26-3, 82248-59-7",No CAS info,COMPOUND,YES,YES,YES,,
220,ATORVASTATIN,ATORVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/60823,FEATURED,"134523-00-5, 134523-03-8, 344423-98-9",No CAS info,COMPOUND,YES,YES,YES,,
221,ATOVAQUONE,ATOVAQUONE,https://pubchem.ncbi.nlm.nih.gov/compound/Atovaquone,FEATURED,"94015-53-9, 95233-18-4",No CAS info,COMPOUND,MISSING,YES,YES,,
222,ATRACURIUM_BESILATE,ATRACURIUM BESILATE,https://pubchem.ncbi.nlm.nih.gov/compound/47320,FEATURED,64228-81-5,No CAS info,COMPOUND,YES,YES,YES,,
223,ATROPA_BELLADONNA,ATROPA BELLADONNA,https://pubchem.ncbi.nlm.nih.gov/compound/Atropa%20Belladonna,FEATURED,8007-93-0,"8027-38-1, 8047-00-5, 84649-94-5, 95009-19-1",COMPOUND,MISSING,YES,YES,,
224,ATROPINE,ATROPINE,https://pubchem.ncbi.nlm.nih.gov/compound/Atropine,FEATURED,51-55-8,"1445960-43-9, 78597-12-3",COMPOUND,MISSING,YES,YES,,
225,ATTAPULGITE,ATTAPULGITE,https://pubchem.ncbi.nlm.nih.gov/compound/Attapulgite,FEATURED,12174-11-7,"12174-28-6, 1337-76-4, 137546-91-9, 37189-50-7, 61180-55-0, 64418-16-2, 71396-54-8, 1337-76-4, 137546-91-9, 37189-50-7, 61180-55-0, 64418-16-2, 71396-54-8",COMPOUND,MISSING,YES,YES,,
226,AURANOFIN,AURANOFIN,https://pubchem.ncbi.nlm.nih.gov/compound/24199313,FEATURED,34031-32-8,No CAS info,COMPOUND,YES,YES,YES,,
227,AURANTIIN,AURANTIIN,https://pubchem.ncbi.nlm.nih.gov/compound/442428,FEATURED,"10236-47-2, 977038-87-1","10236-69-8, 109010-50-6, 11032-31-8, 1675240-74-0, 17784-35-9, 30174-44-8, 30552-25-1, 38664-96-9, 10236-69-8, 109010-50-6, 11032-31-8, 17784-35-9, 30174-44-8, 30552-25-1",COMPOUND,YES,YES,YES,,
228,AUROTHIOGLUCOSE,AUROTHIOGLUCOSE,https://pubchem.ncbi.nlm.nih.gov/compound/454937,FEATURED,12192-57-3,No CAS info,COMPOUND,YES,YES,YES,,
229,AUROTHIOMALIC_ACID,AUROTHIOMALIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/422786,FEATURED,33796-26-8,No CAS info,COMPOUND,YES,YES,YES,,
230,AVANAFIL,AVANAFIL,https://pubchem.ncbi.nlm.nih.gov/compound/9869929,FEATURED,330784-47-9,"330785-17-6, 647841-09-6",COMPOUND,YES,YES,YES,,
231,AVATROMBOPAG,AVATROMBOPAG,https://pubchem.ncbi.nlm.nih.gov/compound/9852519,FEATURED,570406-98-3,No CAS info,COMPOUND,YES,YES,YES,,
232,AVELUMAB,AVELUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Avelumab,FEATURED,1537032-82-8,No CAS info,COMPOUND,MISSING,YES,YES,,
233,AVENA_SATIVA,AVENA SATIVA,https://pubchem.ncbi.nlm.nih.gov/substance/483932520,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
234,AVIBACTAM,AVIBACTAM,https://pubchem.ncbi.nlm.nih.gov/compound/9835049,FEATURED,"1192500-31-4, 396731-14-9",794508-22-8,COMPOUND,YES,YES,YES,,
235,AVOBENZONE,AVOBENZONE,https://pubchem.ncbi.nlm.nih.gov/compound/51040,FEATURED,"70356-09-1, 23644-60-2","112725-59-4, 185160-18-3, 87075-14-7, 112725-59-4, 185160-18-3",COMPOUND,YES,YES,YES,,
236,AXITINIB,AXITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/6450551,FEATURED,"319460-85-0, 885126-40-9, 1528729-60-3",790713-39-2,COMPOUND,YES,YES,YES,,
237,AZACITIDINE,AZACITIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/9444,FEATURED,320-67-2,No CAS info,COMPOUND,YES,YES,YES,,
238,AZADIRACHTA_INDICA,AZADIRACHTA INDICA,https://pubchem.ncbi.nlm.nih.gov/compound/12313376,RELEVANT,25990-37-8,No CAS info,COMPOUND,NO,NO,NO,,
239,AZATADINE,AZATADINE,https://pubchem.ncbi.nlm.nih.gov/compound/19861,FEATURED,3964-81-6,No CAS info,COMPOUND,YES,YES,YES,,
240,AZATHIOPRINE,AZATHIOPRINE,https://pubchem.ncbi.nlm.nih.gov/compound/2265,FEATURED,446-86-6,No CAS info,COMPOUND,YES,YES,YES,,
